time,input,output
525.0,1366.0,1350.2157085380454
526.0,1367.0,1350.161781403534
527.0,1364.0,1350.1213360526503
528.0,1364.0,1350.3410020394876
529.0,1363.0,1350.5057515296157
530.0,1364.0,1350.8793136472118
531.0,1365.0,1350.9094852354087
532.0,1365.0,1350.9321139265567
533.0,1364.0,1350.9490854449175
534.0,1364.0,1350.711814083688
535.0,1363.0,1351.283860562766
536.0,1362.0,1351.4628954220746
537.0,1364.0,1351.597171566556
538.0,1363.0,1351.6978786749169
539.0,1365.0,1351.7734090061876
540.0,1363.0,1352.0800567546407
541.0,1363.0,1352.3100425659804
542.0,1363.0,1352.4825319244853
543.0,1362.0,1352.361898943364
544.0,1363.0,1352.521424207523
545.0,1362.0,1352.6410681556422
546.0,1363.0,1352.7308011167315
547.0,1363.0,1352.7981008375486
548.0,1363.0,1352.8485756281616
549.0,1365.0,1353.1364317211212
550.0,1362.0,1353.102323790841
551.0,1363.0,1353.0767428431307
552.0,1366.0,1353.557557132348
553.0,1364.0,1353.668167849261
554.0,1364.0,1354.0011258869458
555.0,1364.0,1354.2508444152095
556.0,1363.0,1353.938133311407
557.0,1362.0,1353.9535999835553
558.0,1363.0,1354.2151999876664
559.0,1362.0,1354.16139999075
560.0,1362.0,1354.3710499930626
561.0,1364.0,1354.528287494797
562.0,1364.0,1354.6462156210978
563.0,1363.0,1354.4846617158232
564.0,1363.0,1354.6134962868673
565.0,1365.0,1354.7101222151505
566.0,1362.0,1354.7825916613629
567.0,1365.0,1354.8369437460221
568.0,1362.0,1354.8777078095166
569.0,1362.0,1355.4082808571375
570.0,1364.0,1355.556210642853
571.0,1364.0,1355.6671579821398
572.0,1363.0,1355.7503684866049
573.0,1364.0,1355.8127763649536
574.0,1364.0,1355.8595822737152
575.0,1364.0,1355.8946867052864
576.0,1364.0,1355.6710150289648
577.0,1365.0,1355.5032612717237
578.0,1361.0,1355.6274459537926
579.0,1364.0,1355.7205844653445
580.0,1365.0,1355.7904383490084
581.0,1359.0,1355.8428287617562
582.0,1363.0,1355.6321215713172
583.0,1362.0,1356.974091178488
584.0,1365.0,1356.7305683838658
585.0,1363.0,1355.7979262878994
586.0,1364.0,1355.8484447159244
587.0,1363.0,1355.8863335369433
588.0,1364.0,1356.1647501527075
589.0,1363.0,1356.3735626145306
590.0,1363.0,1356.7801719608979
591.0,1361.0,1356.8351289706734
592.0,1364.0,1356.876346728005
593.0,1363.0,1356.6572600460038
594.0,1366.0,1356.7429450345028
595.0,1364.0,1356.8072087758771
596.0,1362.0,1356.8554065819078
597.0,1364.0,1356.8915549364308
598.0,1360.0,1357.168666202323
599.0,1363.0,1357.6264996517423
600.0,1363.0,1357.4698747388068
601.0,1366.0,1357.6024060541051
602.0,1362.0,1357.701804540579
603.0,1365.0,1357.5263534054343
604.0,1362.0,1357.6447650540758
605.0,1363.0,1357.4835737905569
606.0,1363.0,1357.6126803429177
607.0,1363.0,1357.7095102571882
608.0,1364.0,1357.782132692891
609.0,1364.0,1357.8365995196682
610.0,1364.0,1357.8774496397511
611.0,1361.0,1358.4080872298134
612.0,1362.0,1358.55606542236
613.0,1364.0,1358.66704906677
614.0,1363.0,1358.2502868000774
615.0,1363.0,1358.187715100058
616.0,1364.0,1358.1407863250436
617.0,1363.0,1358.1055897437827
618.0,1364.0,1358.329192307837
619.0,1364.0,1358.4968942308778
620.0,1364.0,1358.3726706731584
621.0,1364.0,1358.5295030048687
622.0,1364.0,1358.3971272536514
623.0,1364.0,1358.5478454402387
624.0,1363.0,1358.6608840801791
625.0,1363.0,1358.7456630601343
626.0,1363.0,1358.8092472951007
627.0,1363.0,1358.8569354713254
628.0,1364.0,1358.892701603494
629.0,1364.0,1358.9195262026205
630.0,1364.0,1359.1896446519654
631.0,1363.0,1359.142233488974
632.0,1365.0,1359.1066751167305
633.0,1363.0,1359.0800063375477
634.0,1363.0,1359.0600047531607
635.0,1362.0,1359.0450035648705
636.0,1364.0,1359.033752673653
637.0,1364.0,1359.0253145052397
638.0,1365.0,1359.01898587893
639.0,1364.0,1359.2642394091974
640.0,1365.0,1359.4481795568981
641.0,1363.0,1359.5861346676736
642.0,1364.0,1359.4396010007551
643.0,1360.0,1359.5797007505664
644.0,1361.0,1359.4347755629249
645.0,1364.0,1359.3260816721936
646.0,1363.0,1359.494561254145
647.0,1363.0,1359.6209209406088
648.0,1364.0,1359.9656907054566
649.0,1363.0,1359.4742680290924
650.0,1364.0,1359.6057010218192
651.0,1363.0,1359.7042757663644
652.0,1364.0,1359.5282068247734
653.0,1364.0,1359.39615511858
654.0,1365.0,1359.797116338935
655.0,1363.0,1359.8478372542013
656.0,1361.0,1360.135877940651
657.0,1364.0,1360.3519084554882
658.0,1364.0,1360.0139313416162
659.0,1362.0,1360.010448506212
660.0,1364.0,1360.007836379659
661.0,1364.0,1360.0058772847442
662.0,1363.0,1360.0044079635582
663.0,1363.0,1360.0033059726686
664.0,1363.0,1360.0024794795015
665.0,1364.0,1360.251859609626
666.0,1364.0,1360.1888947072196
667.0,1364.0,1360.1416710304147
668.0,1363.0,1360.106253272811
669.0,1366.0,1360.0796899546083
670.0,1366.0,1360.3097674659562
671.0,1366.0,1360.232325599467
672.0,1362.0,1360.1742441996003
673.0,1364.0,1360.1306831497002
674.0,1363.0,1360.098012362275
675.0,1362.0,1360.3235092717064
676.0,1362.0,1360.49263195378
677.0,1362.0,1360.619473965335
678.0,1363.0,1360.7146054740012
679.0,1364.0,1360.5359541055009
680.0,1361.0,1360.9019655791258
681.0,1363.0,1360.9264741843444
682.0,1364.0,1360.9448556382583
683.0,1365.0,1360.9586417286937
684.0,1364.0,1360.9689812965203
685.0,1363.0,1360.72673597239
686.0,1363.0,1360.7950519792926
687.0,1361.0,1360.8462889844695
688.0,1364.0,1360.6347167383522
689.0,1362.0,1360.7260375537642
690.0,1364.0,1360.544528165323
691.0,1365.0,1360.6583961239924
692.0,1362.0,1360.7437970929943
693.0,1363.0,1360.8078478197458
694.0,1363.0,1360.8558858648094
695.0,1364.0,1360.641914398607
696.0,1364.0,1360.7314357989553
697.0,1365.0,1360.7985768492165
698.0,1364.0,1360.8489326369124
699.0,1364.0,1360.8866994776843
700.0,1365.0,1361.1650246082631
701.0,1365.0,1361.6237684561975
702.0,1365.0,1361.717826342148
703.0,1363.0,1361.538369756611
704.0,1362.0,1361.4037773174582
705.0,1363.0,1361.0528329880935
706.0,1363.0,1361.2896247410702
707.0,1362.0,1361.2172185558027
708.0,1362.0,1361.162913916852
709.0,1363.0,1361.122185437639
710.0,1364.0,1361.0916390782293
711.0,1364.0,1361.068729308672
712.0,1365.0,1361.3015469815039
713.0,1365.0,1361.476160236128
714.0,1364.0,1361.357120177096
715.0,1364.0,1361.2678401328221
716.0,1365.0,1361.2008800996166
717.0,1362.0,1361.1506600747125
718.0,1362.0,1361.3629950560344
719.0,1364.0,1361.2722462920258
720.0,1365.0,1361.2041847190194
721.0,1363.0,1361.4031385392645
722.0,1363.0,1361.3023539044484
723.0,1363.0,1361.4767654283364
724.0,1365.0,1361.3575740712522
725.0,1363.0,1361.2681805534392
726.0,1362.0,1361.4511354150793
727.0,1362.0,1361.5883515613095
728.0,1361.0,1361.4412636709822
729.0,1363.0,1361.3309477532366
730.0,1364.0,1361.4982108149275
731.0,1364.0,1361.6236581111957
732.0,1363.0,1361.717743583397
733.0,1363.0,1361.5383076875478
734.0,1363.0,1361.6537307656608
735.0,1365.0,1361.7402980742456
736.0,1364.0,1362.0552235556843
737.0,1365.0,1361.7914176667632
738.0,1363.0,1361.8435632500723
739.0,1364.0,1361.8826724375542
740.0,1363.0,1361.6620043281657
741.0,1366.0,1361.7465032461243
742.0,1361.0,1361.8098774345933
743.0,1363.0,1361.857408075945
744.0,1362.0,1361.8930560569588
745.0,1364.0,1362.169792042719
746.0,1361.0,1362.1273440320392
747.0,1365.0,1362.0955080240294
748.0,1365.0,1362.0716310180221
749.0,1361.0,1361.8037232635165
750.0,1365.0,1361.8527924476375
751.0,1364.0,1361.8895943357281
752.0,1362.0,1361.667195751796
753.0,1362.0,1361.7503968138471
754.0,1363.0,1361.8127976103854
755.0,1361.0,1361.859598207789
756.0,1366.0,1361.8946986558417
757.0,1365.0,1362.1710239918812
758.0,1362.0,1362.1282679939109
759.0,1363.0,1362.0962009954333
760.0,1363.0,1362.072150746575
761.0,1361.0,1361.8041130599313
762.0,1363.0,1361.8530847949485
763.0,1362.0,1361.8898135962113
764.0,1364.0,1362.1673601971584
765.0,1361.0,1362.1255201478689
766.0,1364.0,1361.8441401109017
767.0,1361.0,1361.8831050831764
768.0,1363.0,1361.9123288123824
769.0,1364.0,1361.9342466092867
770.0,1363.0,1362.200684956965
771.0,1363.0,1361.9005137177237
772.0,1366.0,1361.9253852882928
773.0,1363.0,1361.6940389662195
774.0,1361.0,1361.7705292246646
775.0,1365.0,1361.8278969184985
776.0,1361.0,1361.6209226888739
777.0,1364.0,1361.7156920166553
778.0,1363.0,1362.0367690124915
779.0,1363.0,1362.0275767593687
780.0,1363.0,1362.0206825695266
781.0,1364.0,1362.0155119271449
782.0,1364.0,1362.0116339453587
783.0,1364.0,1362.258725459019
784.0,1364.0,1362.4440440942642
785.0,1363.0,1362.333033070698
