0; 0; 54
1; 0; 54
2; 0; 54
3; 0; 53
4; 0; 53
5; 0; 53
6; 0; 53
7; 0; 52
8; 0; 52
9; 0; 52
10; 0; 51
11; 0; 51
12; 0; 51
13; 0; 51
14; 0; 50
15; 0; 50
16; 0; 50
17; 0; 49
18; 0; 50
19; 0; 49
20; 0; 49
21; 0; 49
22; 0; 49
23; 0; 48
24; 0; 48
25; 0; 47
26; 0; 47
27; 0; 47
28; 0; 47
29; 0; 46
30; 0; 47
31; 0; 46
32; 0; 46
33; 0; 46
34; 0; 46
35; 0; 45
36; 0; 45
37; 0; 45
38; 0; 44
39; 0; 44
40; 0; 44
41; 0; 43
42; 0; 44
43; 0; 44
44; 0; 43
45; 0; 43
46; 0; 43
47; 0; 42
48; 0; 42
49; 0; 42
50; 0; 42
51; 0; 42
52; 0; 42
53; 0; 41
54; 0; 41
55; 0; 41
56; 0; 40
57; 0; 40
58; 0; 40
59; 0; 40
60; 0; 40
61; 0; 40
62; 0; 39
63; 0; 39
64; 0; 39
65; 0; 39
66; 0; 39
67; 0; 38
68; 0; 38
69; 0; 38
70; 0; 38
71; 0; 37
72; 0; 38
73; 0; 37
74; 0; 37
75; 0; 37
76; 0; 37
77; 0; 36
78; 0; 36
79; 0; 36
80; 0; 35
81; 0; 36
82; 0; 35
83; 0; 35
84; 0; 35
85; 0; 35
86; 0; 35
87; 0; 35
88; 0; 35
89; 0; 34
90; 0; 34
91; 0; 34
92; 0; 34
93; 0; 34
94; 0; 34
95; 0; 33
96; 0; 33
97; 0; 33
98; 0; 32
99; 0; 33
100; 0; 32
101; 0; 32
102; 0; 32
103; 0; 32
104; 0; 31
105; 0; 32
106; 0; 31
107; 0; 31
108; 0; 31
109; 0; 30
110; 0; 31
111; 0; 31
112; 0; 30
113; 0; 30
114; 0; 30
115; 0; 30
116; 0; 29
117; 0; 30
118; 0; 29
119; 0; 29
120; 0; 29
121; 0; 28
122; 0; 29
123; 0; 29
124; 0; 28
125; 0; 28
126; 0; 28
127; 0; 27
128; 0; 28
129; 0; 28
130; 0; 27
131; 0; 28
132; 0; 27
133; 0; 27
134; 0; 27
135; 0; 27
136; 0; 26
137; 0; 27
138; 0; 27
139; 0; 26
140; 0; 26
141; 0; 26
142; 0; 25
143; 0; 26
144; 0; 26
145; 0; 25
146; 0; 25
147; 0; 25
148; 0; 25
149; 0; 25
150; 0; 25
151; 0; 24
