2.71729;1; 0; 666; 991
2.71729;1; 0; 666; 991
2.72428;2; 0; 670; 863
2.73729;3; 0; 673; 955
2.74529;4; 0; 675; 886
2.75734;5; 0; 677; 860
2.7654;6; 0; 674; 988
2.77811;7; 0; 679; 862
2.7862;8; 0; 675; 952
2.7985;9; 0; 675; 884
2.80651;10; 0; 679; 858
2.81497;11; 0; 678; 985
2.82697;12; 0; 677; 857
2.83514;13; 0; 680; 948
2.84714;14; 0; 679; 883
2.85613;15; 0; 678; 857
2.86817;16; 0; 679; 985
2.87615;17; 0; 678; 856
2.88821;18; 0; 676; 945
2.89664;19; 0; 679; 878
2.90517;20; 0; 677; 856
2.91718;21; 0; 678; 980
2.92518;22; 0; 678; 852
2.93806;23; 0; 678; 947
2.94606;24; 0; 677; 877
2.95814;25; 0; 678; 850
2.96614;26; 0; 678; 979
2.97414;27; 0; 680; 851
2.9872;28; 0; 680; 940
2.9952;29; 0; 680; 875
3.007;30; 0; 677; 842
3.01502;31; 0; 679; 978
3.02801;32; 0; 678; 850
3.03601;33; 0; 677; 940
3.04847;34; 0; 678; 872
3.05646;35; 0; 679; 846
3.06447;36; 0; 677; 974
3.07648;37; 0; 679; 845
3.08549;38; 0; 679; 938
3.09751;39; 0; 679; 870
3.10553;40; 0; 681; 844
3.11752;41; 0; 678; 972
3.12652;42; 0; 679; 843
3.13852;43; 0; 680; 935
3.14658;44; 0; 677; 868
3.15459;45; 0; 679; 836
3.16699;46; 0; 679; 971
3.17501;47; 0; 678; 842
3.18803;48; 0; 677; 934
3.19609;49; 0; 680; 864
3.20809;50; 0; 677; 836
3.2161;51; 0; 679; 970
3.2281;52; 0; 679; 838
3.23714;53; 0; 675; 933
3.24515;54; 0; 680; 865
3.25714;55; 0; 681; 834
3.26517;56; 0; 679; 971
3.27718;57; 0; 680; 839
3.28624;58; 0; 679; 929
3.29824;59; 0; 679; 864
3.3065;60; 0; 678; 828
3.31452;61; 0; 678; 967
3.32658;62; 0; 679; 837
3.33457;63; 0; 680; 929
3.34758;64; 0; 679; 862
3.35557;65; 0; 677; 829
3.36758;66; 0; 678; 967
3.37563;67; 0; 680; 835
3.38864;68; 0; 677; 928
3.39664;69; 0; 680; 862
3.40464;70; 0; 679; 827
3.41665;71; 0; 678; 964
3.42465;72; 0; 678; 834
3.43708;73; 0; 679; 923
3.44508;74; 0; 679; 861
3.45807;75; 0; 679; 828
3.46658;76; 0; 678; 965
3.47858;77; 0; 678; 831
3.48658;78; 0; 677; 923
3.49458;79; 0; 682; 858
3.5071;80; 0; 679; 823
3.51513;81; 0; 678; 964
3.52744;82; 0; 678; 832
3.53607;83; 0; 679; 924
3.54812;84; 0; 678; 858
3.5559;85; 0; 679; 823
3.56792;86; 0; 679; 964
3.57692;87; 0; 678; 831
3.58492;88; 0; 679; 921
3.59692;89; 0; 679; 855
3.60494;90; 0; 677; 822
3.61793;91; 0; 680; 961
3.62596;92; 0; 679; 830
3.63797;93; 0; 680; 919
3.64592;94; 0; 678; 854
3.65794;95; 0; 679; 816
3.66693;96; 0; 678; 959
3.67493;97; 0; 679; 829
3.68693;98; 0; 678; 917
3.69494;99; 0; 678; 855
3.7071;100; 0; 681; 818
3.71609;101; 0; 679; 957
3.72811;102; 0; 679; 825
3.73609;103; 0; 678; 914
3.7451;104; 0; 680; 850
3.75709;105; 0; 679; 814
3.76509;106; 0; 678; 956
3.77709;107; 0; 677; 823
3.78509;108; 0; 680; 913
3.79809;109; 0; 679; 850
3.80616;110; 0; 679; 812
3.81876;111; 0; 677; 955
3.82636;112; 0; 678; 822
3.83503;113; 0; 679; 912
3.84703;114; 0; 678; 850
3.85504;115; 0; 679; 810
3.86803;116; 0; 679; 955
3.87609;117; 0; 679; 822
3.88809;118; 0; 678; 910
3.89654;119; 0; 679; 844
3.90855;120; 0; 677; 804
3.91659;121; 0; 678; 951
3.92457;122; 0; 678; 819
3.93694;123; 0; 678; 910
3.94494;124; 0; 678; 846
3.95694;125; 0; 680; 806
3.96593;126; 0; 680; 953
3.97795;127; 0; 680; 820
3.98593;128; 0; 679; 909
3.99801;129; 0; 678; 846
4.007;130; 0; 678; 807
4.015;131; 0; 681; 955
4.02706;132; 0; 678; 819
4.03507;133; 0; 679; 909
4.04807;134; 0; 680; 846
4.05614;135; 0; 680; 805
4.06896;136; 0; 679; 953
4.07597;137; 0; 679; 818
4.08896;138; 0; 678; 906
4.09696;139; 0; 678; 843
4.10497;140; 0; 677; 803
4.11769;141; 0; 678; 950
4.12568;142; 0; 679; 819
4.13775;143; 0; 678; 905
4.14597;144; 0; 680; 841
4.15774;145; 0; 679; 803
4.16674;146; 0; 679; 951
4.17476;147; 0; 679; 817
4.18676;148; 0; 679; 904
4.19512;149; 0; 680; 843
4.20777;150; 0; 679; 802
4.21578;151; 0; 678; 949
4.22878;152; 0; 679; 815
4.23578;153; 0; 679; 903
4.24879;154; 0; 680; 842
4.25678;155; 0; 679; 798
4.26479;156; 0; 679; 948
4.27704;157; 0; 679; 815
4.28505;158; 0; 679; 903
4.29708;159; 0; 679; 840
4.30608;160; 0; 678; 798
4.31908;161; 0; 679; 947
4.32628;162; 0; 678; 810
4.33886;163; 0; 677; 899
4.34686;164; 0; 678; 839
4.35486;165; 0; 680; 790
4.36786;166; 0; 680; 947
4.37586;167; 0; 677; 811
4.38786;168; 0; 680; 899
4.39687;169; 0; 679; 837
4.40786;170; 0; 677; 793
4.41686;171; 0; 677; 948
4.42886;172; 0; 680; 811
4.43786;173; 0; 679; 896
4.44486;174; 0; 679; 834
4.45787;175; 0; 679; 790
4.46586;176; 0; 679; 945
4.47886;177; 0; 678; 811
4.48587;178; 0; 679; 899
4.49787;179; 0; 678; 835
4.5061;180; 0; 679; 793
4.51488;181; 0; 678; 944
4.52687;182; 0; 679; 807
4.53509;183; 0; 678; 899
4.5469;184; 0; 677; 834
4.55589;185; 0; 677; 793
4.56889;186; 0; 677; 943
4.57589;187; 0; 678; 809
4.58804;188; 0; 678; 895
4.59607;189; 0; 679; 834
4.60513;190; 0; 678; 788
4.61714;191; 0; 678; 944
4.62513;192; 0; 678; 805
4.63724;193; 0; 678; 895
4.64613;194; 0; 678; 834
4.65812;195; 0; 678; 787
4.66612;196; 0; 679; 942
4.67812;197; 0; 678; 808
4.68712;198; 0; 679; 895
4.69512;199; 0; 679; 833
4.70711;200; 0; 677; 788
4.71532;201; 0; 678; 942
4.72813;202; 0; 680; 805
4.73612;203; 0; 678; 890
4.74812;204; 0; 679; 828
4.75613;205; 0; 679; 782
4.76812;206; 0; 679; 941
4.77712;207; 0; 678; 801
4.78512;208; 0; 677; 893
4.79717;209; 0; 678; 828
4.80544;210; 0; 679; 785
4.81819;211; 0; 680; 938
4.82619;212; 0; 678; 802
4.83819;213; 0; 679; 889
4.84694;214; 0; 679; 828
4.85494;215; 0; 679; 782
4.86794;216; 0; 679; 936
4.87494;217; 0; 678; 797
4.88794;218; 0; 678; 887
4.89594;219; 0; 679; 823
4.90794;220; 0; 678; 775
4.9159;221; 0; 678; 934
4.92891;222; 0; 678; 796
4.93697;223; 0; 679; 884
4.94497;224; 0; 679; 823
4.95697;225; 0; 680; 779
4.96497;226; 0; 679; 937
4.97797;227; 0; 679; 799
4.98597;228; 0; 678; 883
4.99797;229; 0; 680; 826
5.00597;230; 0; 678; 781
5.01897;231; 0; 678; 937
5.02697;232; 0; 678; 797
5.03497;233; 0; 680; 887
5.04697;234; 0; 679; 826
5.05529;235; 0; 679; 783
5.06798;236; 0; 678; 934
5.07598;237; 0; 680; 794
5.08804;238; 0; 678; 883
5.0962;239; 0; 677; 823
5.10921;240; 0; 679; 774
5.1172;241; 0; 679; 933
5.1252;242; 0; 677; 795
5.13721;243; 0; 678; 880
5.14521;244; 0; 679; 820
5.1572;245; 0; 679; 775
5.1662;246; 0; 679; 931
5.1782;247; 0; 678; 793
5.1862;248; 0; 678; 880
5.1992;249; 0; 678; 818
5.2072;250; 0; 678; 772
5.2152;251; 0; 678; 930
5.22773;252; 0; 678; 790
5.23573;253; 0; 679; 878
5.24778;254; 0; 679; 818
5.25578;255; 0; 679; 772
5.26878;256; 0; 678; 928
5.27678;257; 0; 678; 789
5.28474;258; 0; 678; 876
5.29675;259; 0; 678; 816
5.30474;260; 0; 680; 770
5.31775;261; 0; 679; 929
5.32581;262; 0; 678; 788
5.33781;263; 0; 678; 877
5.3458;264; 0; 679; 816
5.35936;265; 0; 679; 769
5.36687;266; 0; 677; 926
5.37487;267; 0; 678; 786
5.38687;268; 0; 678; 875
5.39529;269; 0; 679; 815
5.40791;270; 0; 678; 769
5.4159;271; 0; 679; 926
5.4289;272; 0; 678; 787
5.4359;273; 0; 680; 875
5.4489;274; 0; 678; 812
5.45702;275; 0; 678; 768
5.46503;276; 0; 678; 925
5.47702;277; 0; 679; 786
5.48602;278; 0; 679; 875
5.49802;279; 0; 678; 814
5.50602;280; 0; 679; 768
5.51902;281; 0; 678; 925
5.52702;282; 0; 678; 786
5.53902;283; 0; 678; 872
5.54702;284; 0; 676; 812
5.55503;285; 0; 678; 765
5.56702;286; 0; 679; 926
5.57533;287; 0; 678; 786
5.58832;288; 0; 678; 875
5.59632;289; 0; 678; 811
5.60939;290; 0; 679; 765
5.6164;291; 0; 679; 928
5.62539;292; 0; 678; 783
5.6374;293; 0; 678; 875
5.6454;294; 0; 679; 810
5.65741;295; 0; 679; 762
5.66541;296; 0; 678; 928
5.67839;297; 0; 679; 782
5.6864;298; 0; 679; 874
5.69939;299; 0; 679; 811
5.7064;300; 0; 678; 759
5.7144;301; 0; 679; 929
5.72739;302; 0; 678; 776
5.73539;303; 0; 679; 871
5.74741;304; 0; 679; 807
5.7554;305; 0; 677; 754
5.76839;306; 0; 679; 925
5.77639;307; 0; 680; 774
5.78939;308; 0; 679; 872
5.79639;309; 0; 679; 804
5.80539;310; 0; 678; 754
5.81739;311; 0; 679; 925
5.82541;312; 0; 678; 776
5.83839;313; 0; 679; 872
5.84639;314; 0; 680; 809
5.8584;315; 0; 679; 759
5.86651;316; 0; 678; 925
5.87914;317; 0; 678; 778
5.88713;318; 0; 678; 868
5.89513;319; 0; 677; 805
5.90714;320; 0; 677; 756
5.91606;321; 0; 679; 922
5.92807;322; 0; 678; 781
5.93607;323; 0; 678; 867
5.94908;324; 0; 677; 807
5.95707;325; 0; 677; 759
5.96507;326; 0; 677; 924
5.97706;327; 0; 679; 777
5.9856;328; 0; 677; 868
5.99761;329; 0; 678; 806
6.00561;330; 0; 677; 755
6.01861;331; 0; 678; 922
6.0266;332; 0; 678; 776
6.0396;333; 0; 677; 865
6.0466;334; 0; 679; 804
6.0546;335; 0; 678; 757
6.0676;336; 0; 679; 919
6.07561;337; 0; 680; 773
6.08761;338; 0; 677; 864
6.09561;339; 0; 677; 799
6.10861;340; 0; 678; 754
6.11605;341; 0; 679; 919
6.12906;342; 0; 678; 772
6.13706;343; 0; 678; 865
6.14505;344; 0; 680; 803
6.15805;345; 0; 681; 753
6.16506;346; 0; 679; 918
6.17806;347; 0; 681; 773
6.18606;348; 0; 677; 863
6.19906;349; 0; 677; 799
6.20706;350; 0; 679; 752
6.22005;351; 0; 679; 918
6.22706;352; 0; 678; 770
6.23505;353; 0; 678; 865
6.24805;354; 0; 679; 798
6.25605;355; 0; 678; 748
6.26816;356; 0; 678; 920
6.27616;357; 0; 679; 769
6.28916;358; 0; 679; 864
6.29632;359; 0; 678; 799
6.30939;360; 0; 678; 747
6.31747;361; 0; 678; 920
6.32547;362; 0; 677; 767
6.33747;363; 0; 681; 862
6.34647;364; 0; 678; 795
6.35747;365; 0; 678; 751
6.36647;366; 0; 679; 919
6.37777;367; 0; 679; 768
6.38656;368; 0; 679; 860
6.39555;369; 0; 680; 797
6.40755;370; 0; 677; 747
6.41556;371; 0; 679; 918
6.42755;372; 0; 679; 765
6.43658;373; 0; 678; 861
6.4476;374; 0; 679; 797
6.45661;375; 0; 679; 751
6.4686;376; 0; 677; 915
6.47659;377; 0; 680; 768
6.4856;378; 0; 680; 862
6.49663;379; 0; 678; 796
6.50564;380; 0; 679; 747
6.51763;381; 0; 678; 916
6.52663;382; 0; 678; 764
6.53762;383; 0; 678; 861
6.54663;384; 0; 679; 794
6.55862;385; 0; 680; 745
6.56662;386; 0; 678; 916
6.57563;387; 0; 679; 763
6.58762;388; 0; 677; 859
6.59663;389; 0; 679; 793
6.60767;390; 0; 677; 742
6.61567;391; 0; 678; 916
6.62842;392; 0; 681; 767
6.63595;393; 0; 679; 861
6.64795;394; 0; 677; 791
6.65695;395; 0; 678; 743
6.66595;396; 0; 678; 913
6.67695;397; 0; 680; 763
6.68595;398; 0; 678; 857
6.69795;399; 0; 677; 793
6.70595;400; 0; 678; 746
6.71895;401; 0; 678; 916
6.72695;402; 0; 679; 765
6.73495;403; 0; 678; 858
6.74795;404; 0; 682; 795
6.75496;405; 0; 679; 745
6.76895;406; 0; 678; 916
6.77595;407; 0; 678; 763
6.78895;408; 0; 678; 857
6.79695;409; 0; 679; 794
6.80895;410; 0; 679; 746
6.81695;411; 0; 678; 915
6.82495;412; 0; 680; 764
6.83795;413; 0; 679; 859
6.84595;414; 0; 677; 791
6.85895;415; 0; 678; 745
6.86595;416; 0; 679; 916
6.87795;417; 0; 677; 764
6.88695;418; 0; 677; 857
6.89931;419; 0; 678; 798
6.90731;420; 0; 677; 742
6.91531;421; 0; 678; 912
6.92831;422; 0; 678; 766
6.93531;423; 0; 677; 857
6.94933;424; 0; 679; 791
6.95631;425; 0; 677; 743
6.96831;426; 0; 678; 911
6.97631;427; 0; 681; 764
6.98832;428; 0; 678; 854
6.998;429; 0; 678; 792
7.005;430; 0; 678; 743
7.019;431; 0; 678; 912
7.026;432; 0; 679; 760
7.03801;433; 0; 677; 854
7.047;434; 0; 677; 789
7.058;435; 0; 679; 741
7.067;436; 0; 679; 910
7.07501;437; 0; 679; 761
7.088;438; 0; 678; 853
7.095;439; 0; 679; 788
7.109;440; 0; 679; 741
7.116;441; 0; 678; 909
7.12854;442; 0; 676; 758
7.13736;443; 0; 679; 852
7.14857;444; 0; 678; 788
