time,input,output
599.0,680.0,791.1391647888663
600.0,681.0,772.8543735916497
601.0,679.0,802.1407801937373
602.0,678.0,786.1055851453029
603.0,677.0,798.0791888589772
604.0,678.0,790.0593916442328
605.0,676.0,771.5445437331746
606.0,681.0,800.6584077998809
607.0,679.0,784.2438058499107
608.0,680.0,796.932854387433
609.0,678.0,789.6996407905748
610.0,676.0,771.2747305929311
611.0,680.0,801.2060479446983
612.0,680.0,785.4045359585238
613.0,678.0,797.8034019688928
614.0,679.0,790.3525514766695
615.0,678.0,771.7644136075021
616.0,679.0,801.3233102056265
617.0,678.0,785.4924826542199
618.0,677.0,797.1193619906649
619.0,677.0,789.5895214929986
620.0,678.0,771.942141119749
621.0,678.0,801.2066058398117
622.0,678.0,784.6549543798587
623.0,679.0,796.741215784894
624.0,680.0,789.3059118386706
625.0,679.0,770.979433879003
626.0,678.0,800.7345754092522
627.0,679.0,785.5509315569392
628.0,678.0,797.1631986677044
629.0,679.0,789.8723990007783
630.0,678.0,771.6542992505837
631.0,678.0,800.4907244379377
632.0,678.0,783.8680433284533
633.0,678.0,795.9010324963399
634.0,679.0,788.4257743722549
635.0,679.0,770.5693307791912
636.0,677.0,799.1769980843934
637.0,678.0,782.6327485632951
638.0,678.0,794.4745614224713
639.0,679.0,786.6059210668535
640.0,678.0,769.4544408001401
641.0,678.0,799.340830600105
642.0,678.0,783.2556229500788
643.0,678.0,795.1917172125591
644.0,678.0,787.6437879094193
645.0,678.0,771.4828409320645
646.0,679.0,799.1121306990484
647.0,679.0,782.5840980242863
648.0,677.0,794.4380735182147
649.0,679.0,786.0785551386609
650.0,679.0,768.8089163539958
651.0,679.0,797.8566872654968
652.0,680.0,781.1425154491226
653.0,678.0,793.1068865868419
654.0,679.0,785.0801649401315
655.0,677.0,766.5601237050986
656.0,677.0,795.9200927788239
657.0,679.0,779.440069584118
658.0,678.0,791.8300521880885
659.0,679.0,784.6225391410665
660.0,678.0,766.7169043557999
661.0,678.0,795.78767826685
662.0,679.0,779.3407587001375
663.0,679.0,791.7555690251031
664.0,676.0,783.0666767688274
665.0,677.0,765.0500075766206
666.0,678.0,794.0375056824655
667.0,679.0,777.5281292618491
668.0,677.0,790.3960969463868
669.0,679.0,782.7970727097901
670.0,678.0,764.5978045323426
671.0,677.0,793.9483533992569
672.0,680.0,778.4612650494427
673.0,679.0,791.345948787082
674.0,678.0,783.5094615903115
675.0,681.0,765.3820961927336
676.0,677.0,794.5365721445502
677.0,678.0,778.9024291084127
678.0,678.0,791.6768218313096
679.0,678.0,783.5076163734822
680.0,679.0,766.1307122801117
681.0,677.0,794.3480342100837
682.0,678.0,777.2610256575628
683.0,679.0,790.1957692431721
684.0,679.0,781.8968269323791
685.0,677.0,764.1726201992843
686.0,678.0,792.8794651494633
687.0,676.0,776.1595988620975
688.0,680.0,789.3696991465731
689.0,679.0,780.7772743599298
690.0,677.0,762.8329557699474
691.0,681.0,792.3747168274606
692.0,678.0,775.5310376205955
693.0,678.0,788.6482782154467
694.0,679.0,779.986208661585
695.0,678.0,761.9896564961888
696.0,678.0,790.7422423721416
697.0,679.0,774.0566817791062
698.0,679.0,787.2925113343297
699.0,677.0,778.7193835007472
700.0,678.0,761.5395376255603
701.0,677.0,789.9046532191703
702.0,679.0,773.1784899143777
703.0,680.0,786.3838674357833
704.0,678.0,778.2879005768375
705.0,677.0,760.9659254326282
706.0,678.0,789.7244440744712
707.0,679.0,773.0433330558534
708.0,678.0,786.03249979189
709.0,679.0,777.0243748439175
710.0,678.0,760.2682811329381
711.0,678.0,788.2012108497036
712.0,678.0,771.1509081372776
713.0,679.0,784.8631811029582
714.0,677.0,776.8973858272186
715.0,678.0,760.423039370414
716.0,678.0,789.3172795278106
717.0,676.0,772.2379596458579
718.0,678.0,785.6784697343935
719.0,679.0,777.0088523007951
720.0,679.0,760.5066392255962
721.0,679.0,789.1299794191972
722.0,678.0,772.5974845643979
723.0,680.0,786.1981134232984
724.0,680.0,777.3985850674738
725.0,677.0,760.2989388006054
726.0,677.0,788.474204100454
727.0,679.0,771.3556530753406
728.0,675.0,784.5167398065055
729.0,678.0,775.8875548548791
730.0,678.0,759.4156661411594
731.0,677.0,787.3117496058695
732.0,677.0,770.2338122044022
733.0,678.0,783.6753591533017
734.0,677.0,775.5065193649763
735.0,678.0,758.8798895237322
736.0,678.0,786.9099171427991
737.0,678.0,770.6824378570993
738.0,678.0,784.2618283928246
739.0,679.0,775.6963712946184
740.0,678.0,758.7722784709638
741.0,678.0,787.0792088532228
742.0,679.0,770.5594066399171
743.0,679.0,784.4195549799379
744.0,679.0,774.8146662349534
745.0,677.0,757.610999676215
746.0,677.0,786.2082497571612
747.0,677.0,769.406187317871
748.0,677.0,783.0546404884033
749.0,679.0,774.5409803663024
750.0,676.0,757.1557352747268
751.0,676.0,785.6168014560451
752.0,678.0,768.9626010920338
753.0,679.0,783.4719508190253
754.0,677.0,773.3539631142689
755.0,678.0,758.5154723357017
756.0,678.0,785.8866042517762
757.0,679.0,768.1649531888322
758.0,678.0,782.3737148916241
759.0,678.0,772.780286168718
760.0,678.0,757.5852146265386
761.0,678.0,785.1889109699039
762.0,678.0,767.8916832274278
763.0,679.0,781.9187624205708
764.0,680.0,772.1890718154282
765.0,679.0,756.6418038615711
766.0,677.0,783.4813528961784
767.0,678.0,765.3610146721337
768.0,677.0,779.5207610041002
769.0,679.0,769.8905707530752
770.0,679.0,754.6679280648063
771.0,680.0,782.5009460486048
772.0,677.0,765.1257095364535
773.0,678.0,779.3442821523402
774.0,678.0,770.2582116142551
775.0,679.0,755.1936587106914
776.0,678.0,783.1452440330186
777.0,679.0,766.6089330247639
778.0,678.0,780.7066997685729
779.0,678.0,771.0300248264297
780.0,678.0,756.2725186198222
781.0,680.0,783.7043889648667
782.0,678.0,767.27829172365
783.0,679.0,781.7087187927375
784.0,676.0,771.5315390945532
785.0,678.0,753.3986543209148
786.0,679.0,781.5489907406861
787.0,678.0,765.9117430555145
788.0,678.0,780.933807291636
789.0,679.0,771.4503554687269
790.0,679.0,755.8377666015451
791.0,679.0,783.6283249511589
792.0,678.0,766.4712437133692
793.0,678.0,781.6034327850268
794.0,677.0,771.9525745887702
795.0,679.0,755.7144309415776
796.0,679.0,782.7858232061832
797.0,680.0,766.0893674046374
798.0,678.0,780.8170255534781
799.0,679.0,771.1127691651086
800.0,679.0,755.5845768738315
801.0,679.0,782.4384326553736
802.0,678.0,765.3288244915302
803.0,680.0,780.4966183686477
804.0,678.0,770.3724637764858
805.0,678.0,756.0293478323644
806.0,678.0,782.5220108742733
807.0,679.0,765.391508155705
808.0,679.0,780.5436311167787
809.0,677.0,771.157723337584
810.0,679.0,757.8682925031881
811.0,679.0,784.151219377391
812.0,678.0,766.6134145330433
813.0,678.0,781.7100608997824
814.0,677.0,771.5325456748368
815.0,677.0,757.8994092561276
816.0,679.0,783.6745569420957
817.0,678.0,765.2559177065718
818.0,678.0,780.9419382799289
819.0,677.0,769.7064537099467
820.0,677.0,755.77984028246
821.0,680.0,781.834880211845
822.0,677.0,764.1261601588837
823.0,678.0,779.5946201191628
824.0,677.0,768.6959650893721
825.0,680.0,755.271973817029
826.0,678.0,781.7039803627717
827.0,679.0,764.5279852720788
828.0,677.0,779.8959889540591
829.0,676.0,768.6719917155443
830.0,678.0,756.5039937866583
831.0,678.0,781.3779953399937
832.0,679.0,763.7834965049954
833.0,678.0,779.3376223787466
834.0,676.0,769.00321678406
835.0,678.0,757.252412588045
836.0,678.0,782.4393094410337
837.0,678.0,763.8294820807753
838.0,677.0,779.1221115605815
839.0,679.0,768.3415836704362
840.0,678.0,756.2561877528271
841.0,676.0,781.6921408146204
842.0,677.0,763.2691056109653
843.0,677.0,778.701829208224
844.0,677.0,767.526371906168
845.0,678.0,756.144778929626
846.0,678.0,780.6085841972194
847.0,679.0,762.4564381479146
848.0,677.0,778.592328610936
849.0,678.0,768.194246458202
850.0,677.0,756.8956848436515
851.0,679.0,781.9217636327386
852.0,678.0,763.691322724554
853.0,678.0,779.7684920434154
854.0,677.0,768.3263690325616
855.0,677.0,756.7447767744212
856.0,679.0,781.0585825808159
857.0,679.0,762.293936935612
858.0,678.0,778.4704527017091
859.0,679.0,766.6028395262817
860.0,677.0,756.4521296447112
861.0,679.0,780.0890972335335
862.0,679.0,760.8168229251501
863.0,678.0,777.3626171938625
864.0,679.0,765.2719628953969
865.0,679.0,755.4539721715477
866.0,678.0,779.5904791286607
867.0,678.0,760.4428593464955
868.0,676.0,776.8321445098717
869.0,678.0,765.1241083824037
870.0,676.0,754.8430812868028
871.0,677.0,778.3823109651021
872.0,678.0,760.0367332238266
873.0,680.0,776.7775499178699
874.0,677.0,764.5831624384025
875.0,679.0,755.4373718288018
876.0,678.0,779.0780288716014
877.0,680.0,760.3085216537011
878.0,675.0,777.4813912402758
879.0,676.0,765.3610434302068
880.0,677.0,755.2707825726551
881.0,677.0,779.2030869294913
882.0,677.0,761.1523151971185
