0.0;103489;0;0.00
1.00344;104499;0;0.00
2.01418;104509;0;0.00
2.02319;104519;0;0.00
2.03318;104529;0;0.00
2.04418;104539;0;0.00
2.05417;104549;0;0.00
2.06318;104559;0;0.00
2.07417;104570;0;0.00
2.08517;104580;0;0.00
2.09517;104590;0;0.00
2.10427;104600;0;0.00
2.11628;104610;0;0.00
2.12432;104620;0;0.00
2.13427;104630;0;0.00
2.14527;104641;0;0.00
2.15527;104651;0;0.00
2.1663;104662;0;0.00
2.17727;104672;0;0.00
2.18727;104682;0;0.00
2.19627;104692;0;0.00
2.20727;104703;0;0.00
2.21727;104713;0;0.00
2.22827;104723;0;0.00
2.23727;104733;0;0.00
2.24827;104743;0;0.00
2.25727;104753;0;0.00
2.26867;104763;0;0.00
2.27767;104773;0;0.00
2.28767;104783;0;0.00
2.29767;104793;0;0.00
2.30767;104803;0;0.00
2.31853;104813;0;0.00
2.32753;104823;0;0.00
2.33854;104833;0;0.00
2.34753;104843;0;0.00
2.35753;104853;0;0.00
2.36753;104863;0;0.00
2.37753;104873;0;0.00
2.38753;104883;0;0.00
2.39753;104893;0;0.00
2.40853;104903;0;0.00
2.41753;104913;0;0.00
2.42853;104923;0;0.00
2.43853;104933;0;0.00
2.44753;104943;0;0.00
2.45753;104953;0;0.00
2.46753;104963;0;0.00
2.47753;104973;0;0.00
2.48753;104983;0;0.00
2.49853;104993;0;0.00
2.50753;106003;1023;0.00
3.51784;106013;1023;0.00
3.52812;106023;1023;8.69
3.53775;106033;1023;8.69
3.54775;106043;1023;8.69
3.55775;106053;1023;8.69
3.56775;106063;1023;8.69
3.57775;106073;1023;94.11
3.58774;106084;1023;94.11
3.59875;106094;1023;94.11
3.60974;106105;1023;94.11
3.61974;106115;1023;94.11
3.62974;106125;1023;122.07
3.63974;106135;1023;122.07
3.64974;106145;1023;122.07
3.65974;106155;1023;122.07
3.67066;106165;1023;122.07
3.67966;106175;1023;127.53
3.69066;106185;1023;127.53
3.69966;106195;1023;127.53
3.70966;106205;1023;127.53
3.71966;106215;1023;127.53
3.72966;106225;1023;128.89
3.74066;106235;1023;128.89
3.74966;106245;1023;128.89
3.76066;106255;1023;128.89
3.76966;106265;1023;128.89
3.77966;106275;1023;126.32
3.79033;106285;1023;126.32
3.79899;106295;1023;126.32
3.80998;106305;1023;126.32
3.81899;106315;1023;126.32
3.82999;106325;1023;127.65
3.83975;106335;1023;127.65
3.84975;106345;1023;127.65
3.85975;106355;1023;127.65
3.86975;106365;1023;127.65
3.87975;106375;1023;126.98
3.88975;106385;1023;126.98
3.89975;106395;1023;126.98
3.90975;106405;1023;126.98
3.92075;106415;1023;126.98
3.92975;106425;1023;127.65
3.94075;106435;1023;127.65
3.94975;106445;1023;127.65
3.95975;106455;1023;127.65
3.96975;106465;1023;127.65
3.97975;106475;1023;126.98
3.98975;106485;1023;126.98
3.99975;106495;1023;126.98
4.01075;106505;1023;126.98
4.01975;106515;1023;126.98
4.02975;106525;1023;127.65
4.03975;106535;1023;127.65
4.04975;106545;1023;127.65
4.05975;106555;1023;127.65
4.06975;106565;1023;127.65
4.08075;106575;1023;127.65
4.08975;106585;1023;127.65
4.09975;106595;1023;127.65
4.10975;106605;1023;127.65
4.11975;106615;1023;127.65
4.12975;106625;1023;126.98
4.13975;106635;1023;126.98
4.14975;106645;1023;126.98
4.15975;106655;1023;126.98
4.17075;106665;1023;126.98
4.17976;106675;1023;127.65
4.18975;106685;1023;127.65
4.19976;106695;1023;127.65
4.20975;106705;1023;127.65
4.21975;106715;1023;127.65
4.22975;106725;1023;127.65
4.24075;106735;1023;127.65
4.24975;106745;1023;127.65
4.26075;106755;1023;127.65
4.26975;106765;1023;127.65
4.27975;106775;1023;127.65
4.28975;106785;1023;127.65
4.30036;106795;1023;127.65
4.31036;106805;1023;127.65
4.31935;106815;1023;127.65
4.33036;106825;1023;127.65
4.33935;106835;1023;127.65
4.34935;106845;1023;127.65
4.35935;106855;1023;127.65
4.36935;106865;1023;127.65
4.38099;106875;1023;127.65
4.38899;106885;1023;127.65
4.40099;106895;1023;127.65
4.40999;106905;1023;127.65
4.41899;106915;1023;127.65
4.42898;106925;1023;127.65
4.43899;106935;1023;127.65
4.44999;106945;1023;127.65
4.45898;106955;1023;127.65
4.46998;106965;1023;127.65
